name,price
000001,10.48,19.42,1.8530534351145038
000002,11.27,20.62,1.8296362023070099
000004,16.53,2.6,0.1572897761645493
000005,1.42,1.14,0.8028169014084506
000006,4.41,5.84,1.3242630385487528
000007,5.18,0.26,0.0501930501930502
000008,2.37,1.6,0.6751054852320675
000009,10.33,3.66,0.3543078412391094
000010,3.99,0.64,0.16040100250626566
000011,8.93,7.43,0.832026875699888
000012,5.43,4.31,0.7937384898710865
000014,10.87,5.49,0.5050597976080957
000016,4.24,3.23,0.7617924528301886
000017,4.33,0.43,0.09930715935334873
000019,7.25,4.22,0.5820689655172413
000020,12.65,1.27,0.10039525691699605
000021,16.76,6.66,0.39737470167064437
000023,6.24,0.87,0.13942307692307693
000025,16.17,3.55,0.21954236239950523
000026,10.66,7.79,0.7307692307692307
000027,6.18,9.86,1.5954692556634305
000028,28.76,38.51,1.3390125173852572
000029,11.72,3.92,0.33447098976109213
000030,5.32,4.34,0.8157894736842105
000031,3.39,3.66,1.079646017699115
000032,19.02,5.44,0.2860147213459517
000034,30.23,11.7,0.387032748924909
000035,5.87,29.11,4.959114139693356
000036,3.79,3.6,0.9498680738786279
000037,8.43,2.36,0.27995255041518385
000039,6.68,9.05,1.3547904191616769
000040,3.89,7.59,1.9511568123393315
000042,6.39,11.53,1.8043818466353678
000045,12.0,5.65,0.4708333333333334
000046,1.44,-1.26,-0.875
000048,18.14,7.35,0.40518191841234835
000049,32.07,13.9,0.4334268787028375
000050,9.87,11.95,1.210739614994934
000055,4.58,5.37,1.1724890829694323
000056,2.95,1.65,0.559322033898305
000058,7.2,1.59,0.22083333333333333
000059,5.83,8.71,1.4939965694682678
000060,4.67,3.99,0.854389721627409
000061,6.49,3.44,0.5300462249614791
000062,11.46,6.79,0.5924956369982548
000063,26.3,12.91,0.4908745247148289
000065,11.34,7.85,0.6922398589065255
000066,10.88,4.15,0.3814338235294118
000068,3.48,0.02,0.005747126436781609
000069,3.6,8.37,2.3249999999999997
000070,8.37,2.11,0.2520908004778973
000078,3.06,1.73,0.565359477124183
000088,4.9,4.26,0.8693877551020407
000089,6.72,5.16,0.7678571428571429
000090,5.05,7.49,1.4831683168316832
000096,9.11,4.9,0.5378704720087817
000099,7.94,6.43,0.8098236775818639
000100,4.03,2.91,0.7220843672456576
000151,11.11,1.99,0.1791179117911791
000153,10.01,5.37,0.5364635364635365
000155,11.6,3.82,0.3293103448275862
000156,7.39,7.49,1.013531799729364
000157,6.43,6.29,0.9782270606531882
000158,9.68,3.67,0.37913223140495866
000159,6.72,5.26,0.7827380952380952
000166,4.38,3.89,0.8881278538812786
000301,10.53,3.79,0.3599240265906933
000333,52.8,21.69,0.4107954545454546
000338,14.1,8.66,0.6141843971631206
000400,17.61,10.15,0.5763770584894946
000401,7.01,11.25,1.6048502139800285
000402,4.04,12.62,3.1237623762376234
000403,23.86,9.46,0.39647946353730096
000404,6.09,5.21,0.8555008210180625
000407,3.63,3.13,0.862258953168044
000408,22.19,8.04,0.36232537178909413
000409,7.49,2.13,0.2843791722296395
000410,7.26,0.47,0.06473829201101929
000411,11.7,7.37,0.62991452991453
000413,2.17,3.98,1.8341013824884793
000415,2.33,4.43,1.9012875536480685
000416,2.21,1.61,0.7285067873303168
000417,4.78,5.55,1.1610878661087864
000419,5.49,5.86,1.0673952641165756
000420,3.04,1.77,0.5822368421052632
000421,5.24,4.96,0.9465648854961831
000422,10.18,5.47,0.537328094302554
000423,46.46,16.15,0.34761084804132586
000425,5.68,4.56,0.8028169014084506
000426,9.0,3.03,0.33666666666666667
000428,3.97,1.73,0.4357682619647355
000429,8.04,4.53,0.5634328358208956
000430,6.67,2.66,0.39880059970014997
000488,4.4,6.32,1.4363636363636363
000498,5.82,7.69,1.3213058419243986
000501,8.54,14.25,1.668618266978923
000503,10.99,0.74,0.06733393994540492
000504,11.45,0.04,0.0034934497816593887
000505,7.14,4.26,0.5966386554621849
000506,4.34,0.65,0.14976958525345624
000507,5.29,7.09,1.3402646502835538
000509,3.77,0.12,0.03183023872679045
000510,5.04,2.31,0.4583333333333333
000513,34.68,15.27,0.4403114186851211
000514,4.3,4.31,1.0023255813953489
000516,9.46,1.84,0.19450317124735728
000517,2.67,3.09,1.1573033707865168
000518,3.03,0.52,0.17161716171617164
000519,14.3,6.98,0.4881118881118881
