name,price
600000,6.89,20.58,2.9869375907111757
600004,10.63,7.28,0.6848541862652869
600006,6.5,4.15,0.6384615384615385
600007,20.31,9.4,0.46282619399310687
600008,2.75,3.95,1.4363636363636365
600009,37.27,15.88,0.4260799570700295
600010,1.61,1.16,0.7204968944099378
600011,7.67,8.39,1.09387222946545
600012,10.13,7.47,0.7374136229022704
600015,5.63,16.69,2.9644760213143875
600016,3.79,11.89,3.137203166226913
600017,2.83,4.49,1.5865724381625441
600018,4.99,4.97,0.9959919839679358
600019,6.17,8.83,1.4311183144246353
600020,3.47,6.23,1.7953890489913544
600021,8.76,7.67,0.8755707762557078
600022,1.42,2.01,1.4154929577464788
600023,4.53,4.68,1.033112582781457
600025,7.8,3.8,0.48717948717948717
600026,14.49,6.85,0.47273982056590746
600027,4.94,6.45,1.305668016194332
600028,5.51,6.73,1.221415607985481
600029,6.05,2.16,0.3570247933884298
600030,21.86,17.44,0.7978042086001831
600031,14.24,7.83,0.5498595505617977
600032,8.33,4.21,0.5054021608643458
600033,3.2,4.01,1.2531249999999998
600035,3.85,4.87,1.264935064935065
600036,30.99,34.13,1.101323007421749
600037,7.87,9.37,1.1905972045743327
600038,37.71,16.57,0.4394059931052771
600039,7.73,7.18,0.9288486416558861
600048,10.8,16.55,1.5324074074074074
600050,4.45,4.93,1.1078651685393257
600051,7.09,10.51,1.4823695345557122
600052,4.54,3.44,0.7577092511013216
600053,12.46,6.68,0.5361155698234349
600054,11.29,5.69,0.5039858281665192
600055,17.87,6.59,0.3687744823726916
600056,11.83,7.41,0.6263736263736264
600057,6.47,7.67,1.1854714064914993
600058,9.24,5.45,0.5898268398268398
600059,9.62,6.09,0.6330561330561331
600060,23.55,13.91,0.5906581740976645
600061,6.78,8.12,1.1976401179941
600062,16.51,9.98,0.6044821320411872
600063,4.67,3.67,0.7858672376873662
600064,6.1,9.95,1.6311475409836065
600066,13.58,6.62,0.48748159057437407
600067,2.57,5.04,1.9610894941634243
600070,2.71,2.33,0.8597785977859779
600071,21.6,1.78,0.0824074074074074
600072,17.64,5.48,0.3106575963718821
600073,6.99,5.21,0.7453505007153075
600075,4.57,6.2,1.3566739606126914
600076,2.61,3.43,1.3141762452107282
600078,7.41,3.01,0.4062078272604588
600079,23.28,9.64,0.41408934707903783
600080,7.55,4.52,0.5986754966887416
600081,11.93,6.77,0.567476948868399
600082,3.29,2.72,0.8267477203647416
600083,7.2,0.34,0.04722222222222222
600084,7.86,1.15,0.14631043256997453
600085,50.95,8.97,0.1760549558390579
600088,12.48,2.55,0.20432692307692304
600089,13.94,15.9,1.1406025824964132
600094,3.15,5.02,1.5936507936507935
600095,8.06,4.22,0.5235732009925558
600096,16.78,9.79,0.5834326579261024
600097,9.86,5.09,0.5162271805273834
600098,5.49,6.96,1.26775956284153
600099,9.66,2.3,0.23809523809523808
600100,8.51,4.53,0.5323149236192715
600101,8.21,6.47,0.7880633373934225
600103,2.44,1.7,0.6967213114754098
600104,14.83,24.08,1.6237356709372892
600105,5.96,2.14,0.3590604026845638
600106,5.28,3.44,0.6515151515151515
600107,5.43,1.73,0.31860036832412525
600108,3.0,2.11,0.7033333333333333
600109,9.15,8.52,0.9311475409836065
600110,5.99,3.64,0.6076794657762938
600111,21.08,5.74,0.2722960151802657
600112,3.02,0.14,0.046357615894039736
600113,7.55,5.33,0.7059602649006623
600114,13.11,3.97,0.30282227307398935
600115,4.26,1.13,0.2652582159624413
600116,7.94,5.76,0.72544080604534
600117,3.14,-1.05,-0.3343949044585987
600118,27.55,5.34,0.1938294010889292
600119,6.99,0.53,0.07582260371959942
600120,3.65,4.64,1.2712328767123287
600121,4.18,1.42,0.3397129186602871
600123,9.07,14.32,1.5788313120176405
600125,5.97,5.24,0.8777219430485763
600126,4.23,5.99,1.4160756501182032
600127,7.55,1.05,0.13907284768211922
600128,8.41,8.49,1.009512485136742
600129,42.7,5.91,0.13840749414519907
600130,5.63,1.31,0.23268206039076378
600131,13.62,4.83,0.354625550660793
600132,73.17,5.05,0.06901735684023506
600133,8.26,9.34,1.1307506053268765
600135,7.12,4.83,0.6783707865168539
600136,2.37,-8.27,-3.4894514767932487
600137,18.16,5.43,0.2990088105726872
600138,10.56,8.31,0.7869318181818182
600141,19.64,18.86,0.960285132382892
600143,7.69,6.33,0.823146944083225
600148,16.52,3.27,0.19794188861985473
600149,5.32,0.42,0.07894736842105263
600150,25.95,10.19,0.3926782273603083
600151,6.83,3.72,0.5446559297218155
600152,7.04,3.56,0.5056818181818182
600153,9.65,19.16,1.9854922279792746
600155,9.41,8.59,0.9128586609989373
600156,4.64,1.14,0.24568965517241378
600157,1.36,2,1.4705882352941175
600158,8.4,2.58,0.30714285714285716
600159,3.15,2.73,0.8666666666666667
600160,15.04,5.79,0.3849734042553192
600161,29.37,5.5,0.18726591760299624
600162,1.85,2.06,1.1135135135135135
600163,4.57,3.17,0.6936542669584245
600165,3.54,0.83,0.23446327683615817
600166,3.01,1.7,0.5647840531561462
600167,5.9,4.92,0.8338983050847457
600168,5.97,7.14,1.1959798994974875
600169,2.35,1.52,0.6468085106382978
600170,2.56,4.56,1.7812499999999998
600171,16.09,6,0.3729024238657551
600172,3.54,2.27,0.6412429378531074
600173,5.01,5.37,1.0718562874251498
600176,11.73,7.11,0.6061381074168798
600177,6.73,8.54,1.2689450222882612
600178,7.01,5.31,0.7574893009985735
600179,2.59,1.53,0.5907335907335908
600180,5.83,7.29,1.2504288164665522
600182,14.91,3.16,0.2119382964453387
600183,17.47,5.94,0.34001144819690904
600184,12.22,4.92,0.4026186579378068
600185,7.17,3.36,0.4686192468619247
600186,7.7,0.79,0.1025974025974026
600187,2.7,1.96,0.7259259259259259
600188,19.29,20.3,1.0523587350959047
600189,10.16,2.28,0.22440944881889763
600190,3.01,3.34,1.1096345514950166
600191,6.46,3.16,0.48916408668730654
600192,5.7,3.51,0.6157894736842104
600193,5.18,0.75,0.1447876447876448
600195,11.02,5.32,0.4827586206896552
600196,28.39,16.99,0.5984501585065163
600197,22.18,8.07,0.36384129846708746
600198,6.97,0.32,0.04591104734576758
600199,22.84,3.81,0.16681260945709284
600200,9.09,2.58,0.2838283828382838
600201,9.42,4.62,0.49044585987261147
600202,5.65,2.13,0.37699115044247783
600203,8.56,3.83,0.44742990654205606
600206,12.66,4.33,0.3420221169036335
600207,4.77,2.88,0.6037735849056604
600208,2.36,4.93,2.0889830508474576
600210,4.88,3.71,0.7602459016393442
600211,49.8,13.49,0.2708835341365462
600212,7.31,0.28,0.03830369357045144
600213,9.38,0.44,0.04690831556503198
600215,8.88,3.65,0.411036036036036
600216,10.91,9.74,0.8927589367552704
600217,4.65,3.02,0.6494623655913978
600218,8.47,7.19,0.8488783943329398
600219,3.06,3.91,1.277777777777778
600220,2.1,1.21,0.5761904761904761
600221,1.45,0.05,0.034482758620689655
600222,6.21,2.71,0.4363929146537842
600223,10.01,3.78,0.3776223776223776
600225,4.19,0.64,0.15274463007159902
600226,2.65,1.01,0.38113207547169814
600227,2.88,1.63,0.5659722222222222
600228,7.87,1.55,0.19695044472681067
600229,7.42,4.61,0.6212938005390836
600230,14.08,9.6,0.6818181818181818
600231,2.26,2.87,1.2699115044247788
600232,5.78,2.93,0.5069204152249135
600233,13.73,27.78,2.023306627822287
600234,7.41,2.26,0.3049932523616734
600235,5.83,4.01,0.6878216123499142
600236,5.58,2.44,0.4372759856630824
600237,7.47,2.21,0.2958500669344043
600238,10.05,0.81,0.08059701492537313
600239,2.81,1.01,0.3594306049822064
600241,7.75,3.69,0.4761290322580645
600243,4.53,2,0.44150110375275936
600246,5.87,2.92,0.49744463373083475
600248,4.2,6.62,1.5761904761904761
600249,5.5,3.82,0.6945454545454545
600250,6.66,1.79,0.26876876876876876
600251,9.15,4.46,0.487431693989071
600252,2.66,1.87,0.7030075187969925
600255,2.03,0.78,0.3842364532019705
600256,7.5,4.86,0.648
600257,6.6,1.81,0.2742424242424243
600258,16.44,9.44,0.5742092457420924
600259,36.48,10.24,0.28070175438596495
600261,3.55,2.57,0.723943661971831
600262,17.71,8.26,0.46640316205533594
600265,17.5,1.18,0.06742857142857142
600266,5.92,10.71,1.8091216216216217
600267,10.12,7.05,0.6966403162055337
600268,6.81,3.9,0.5726872246696035
600269,4.18,7.37,1.7631578947368423
600271,11.19,7.77,0.6943699731903485
600272,12.12,2.38,0.1963696369636964
600273,8.37,6.92,0.8267622461170849
600276,47.51,6.1,0.1283940223110924
600277,2.71,4.78,1.7638376383763839
600278,6.9,8.12,1.1768115942028983
600279,4.15,4.79,1.1542168674698794
600280,3.52,0.79,0.2244318181818182
600281,4.33,0.81,0.18706697459584296
600282,3.76,4.27,1.1356382978723403
600283,13.31,6.4,0.48084147257700977
600284,6.39,7.53,1.1784037558685447
600285,15.98,4.76,0.2978723404255319
600287,5.44,4,0.7352941176470588
600288,10.46,4.21,0.4024856596558317
600289,2.72,2.2,0.8088235294117647
600290,1.23,-0.27,-0.21951219512195125
600292,6.08,6.54,1.075657894736842
600293,3.17,1.38,0.43533123028391163
600295,9.27,10.72,1.156418554476807
600297,1.91,4.86,2.5445026178010473
600298,35.53,11.09,0.31213059386434
600299,7.76,5.61,0.722938144329897
600300,3.19,1.91,0.5987460815047022
600301,13.54,3.39,0.25036927621861155
600302,5.5,2.88,0.5236363636363636
600303,4.63,3.08,0.6652267818574514
600305,9.85,2.26,0.2294416243654822
600306,10.61,-1.07,-0.10084825636192273
600307,1.56,1.8,1.1538461538461537
600308,3.55,8.45,2.380281690140845
600309,87.09,25.79,0.29613043977494546
600310,3.58,2.13,0.5949720670391061
600312,10.66,6.99,0.6557223264540338
600313,7.78,1.67,0.2146529562982005
600315,23.13,11.03,0.4768698659749243
600316,20.07,7.38,0.36771300448430494
600318,6.58,1.99,0.30243161094224924
600319,5.17,1.6,0.30947775628626695
600320,3.4,2.9,0.8529411764705882
600321,1.68,1.06,0.630952380952381
600322,2.47,0.05,0.020242914979757085
600323,17.97,13.72,0.7634947134112411
600325,8.04,8.96,1.1144278606965177
600326,5.29,4.13,0.780718336483932
600327,4.78,3.66,0.7656903765690376
