name,每股收益,同比%,当季环比%,每股净资产,同比%,当季环比%,主营收入,同比%,当季环比%,净利润,同比%,当季环比%,销售毛利率,同比%,当季环比%,总股本(万股),流通股本(万股),每股资本公积金,每股未分配利润,净资产收益率,price,
600693,0.04,6.05,112.7,4.06,5.21,-,5.16亿,1.83,42.02,3204.70万,6.13,139.69,0,-,-7.08,86984.62,86886.47,0.004,2.7155,0.91%,3.9,1.041025641
600694,0.75,-8.54,-,28.05,-9.16,-,22.74亿,3.19,46.92,2.14亿,-8.49,397.85,0,-,10.58,29371.87,29371.87,2.628,23.0079,2.60%,17.03,1.647093365
600696,0.09,200,-,1.64,10.98,-,3.88亿,70.24,27.41,3103.46万,201.02,408.57,0,-,-1.99,33446.94,33446.94,0.3942,0.2832,5.68%,22.91,0.071584461
600697,0.06,200,265.42,15.05,-8.02,-,19.40亿,1.1,31.86,954.77万,181.18,109.31,0,-,-18.34,15908.81,15537.6,2.5675,10.9651,0.40%,12.45,1.208835341
600698,0,50,201.52,0.72,-3.59,-,1.08亿,28.62,29.66,66.56万,66.24,102.37,0,-,-13.62,107278,83016.78,0.4953,-0.86,0.09%,4.8,0.15
600699,0.15,225,-,9.07,8.7,-,132.22亿,12.72,-5.89,2.00亿,226.72,-23.94,0,-,10.43,140870.15,136808.46,7.5109,0.8051,1.61%,19.14,0.473876698
600702,1.72,7.36,-,20.74,29.29,-,20.21亿,7.28,40.45,5.69亿,7.34,17.32,0,-,5.43,33319.6,33073.76,2.4718,16.5903,8.24%,113.02,0.183507344
600703,0.03,-85.71,-,7.6,12.51,-,64.69亿,-4.33,22.49,1.70亿,-81.76,-,0,-,-37.24,498901.87,498901.87,4.254,2.2816,0.45%,14.88,0.510752688
600704,0.18,-7.64,-,6.69,10.65,-,1280.95亿,8.04,-16.12,9.68亿,-6.36,38.49,0,-,25.7,519336.2,511478.2,1.6008,3.3264,2.78%,4.61,1.451193059
600705,0.02,1361.54,-,4.56,2.19,-,22.91亿,0.91,-33.57,1.67亿,1361.29,186.82,0,-,55.05,882489.43,880442.48,0.6245,1.8196,0.42%,3.34,1.365269461
600706,0.04,120,272.88,3.81,-16.31,-,3.27亿,65.14,82.94,912.35万,118.09,106.14,0,-,303.59,25505.98,25403.02,2.3301,0.4519,0.94%,14.14,0.269448373
600707,-0.13,-,508,5.34,-11.18,-,22.62亿,-4.05,-8.47,-4.60亿,-,-,0,-,-,358838.97,358766.97,5.6984,-1.4221,-2.40%,5.85,0.912820513
600708,0,158.62,-82.54,4.85,-9.26,-,20.14亿,-61.15,-47.82,767.83万,46.58,-75.13,0,-,-71.54,222863.67,222527.78,0.5707,2.8998,0.07%,2.21,2.194570136
600710,0.19,18.75,-,4.98,11.06,-,310.01亿,1.03,18.43,2.53亿,17.54,95.69,0,-,-44.32,130674.94,130674.94,0.9014,2.6764,3.89%,7.3,0.682191781
600711,0.01,-92.65,114,4.48,2.79,-,61.83亿,-0.69,1.16,3247.24万,-91.35,103.73,0,-,-5.21,313164.14,312266.93,2.8198,0.703,0.23%,4.53,0.988962472
600712,-0.01,-,222.97,1.5,-7.36,-,1.55亿,-8.21,4.7,-440.67万,-,-,0,-,17.7,54465.54,53864.84,0.6791,-0.2882,-0.54%,4.41,0.340136054
600713,0.11,1.79,-,4.71,8.14,-,140.82亿,20.35,10.14,1.49亿,12.53,18.92,0,-,-16.84,131023.1,104161.12,1.8568,1.6247,2.42%,5.07,0.928994083
600714,0.01,-91.07,-,2.53,-0.34,-,5730.14万,-52.79,-12.78,319.17万,-90.09,182.47,0,-,140.84,28817.63,28817.63,1.0416,0.3635,0.44%,9.16,0.276200873
600715,-0.03,-,226.92,0.42,-62.11,-,1.62亿,-28.16,-29.27,-5462.02万,-,-,0,-,198.42,185485.35,185485.35,2.6329,-3.2025,-7.00%,2.21,0.190045249
600716,0.04,-38.65,200.7,5.63,-6.15,-,2.16亿,-55.58,411.75,4067.51万,-38.73,109.48,0,-,274.78,93606.06,93606.06,1.5807,1.8774,0.77%,3.68,1.529891304
600717,0.1,150,-,6.3,4.2,-,26.63亿,10.8,-2.82,2.80亿,115.15,3302.69,0,-,33.5,289400.1,289400.1,1.0199,3.3168,1.54%,4.25,1.482352941
600718,0,113.33,173.5,7.59,-1.87,-,16.56亿,29.57,-57.55,505.89万,116.79,101.07,0,-,371.78,121341.32,120370.35,0.814,4.8777,0.06%,9.57,0.793103448
600719,-0.12,-,206.05,0.97,-38.21,-,3.75亿,-3.96,-4.15,-5031.73万,-,-,0,-,-,40459.96,40459.96,0.2525,-0.7187,-12.81%,7.43,0.130551817
600720,0.01,280.56,-,11.18,5.29,-,8.12亿,-12.57,-46.38,1065.14万,279.89,112.72,0,-,4.11,77629.03,77616.27,1.7289,7.489,0.12%,10.62,1.052730697
600721,0.02,378.38,190.48,1.79,-1.58,-,7571.04万,28.77,129.53,668.69万,387.32,-,0,-,-,37822.35,37822.35,5.9231,-5.165,0.99%,8.44,0.212085308
600722,0.01,-17.88,-,1.65,4.51,-,1.57亿,4.05,-20.86,1003.08万,-17.45,-15.46,0,-,83.77,68031.97,68031.97,2.4184,-1.9045,0.90%,4.77,0.34591195
600724,0.04,-14.68,-,2.03,-4.16,-,8.23亿,11.75,-16.44,6210.55万,-14.74,-8.75,0,-,9.2,144524.11,144494.27,0.18,0.6063,2.11%,3.73,0.544235925
600725,0,-81.03,-,0.29,4.74,-,1.85亿,-55.23,-31.61,141.69万,-80.34,-50.79,0,-,6.01,123247,123247,1.4613,-2.2576,0.40%,2.74,0.105839416
600726,0.02,105,1.89,0.46,130.03,-,57.88亿,68.22,-51.73,1.62亿,120.82,-84.44,0,-,-55.64,790733.62,192788.78,0.0274,-0.674,4.49%,2.21,0.208144796
600727,0,-97,175.22,5.47,-6.28,-,11.06亿,-18.3,31.74,156.41万,-97.09,101.28,0,-,32.11,52858.31,52852.31,2.9478,0.945,0.05%,6.43,0.850699844
600728,0.67,3050.93,2003.23,4.03,24.1,-,10.88亿,5,-33.92,13.50亿,3542.11,1903.13,0,-,23.32,214449.25,213366.15,1.7608,1.2147,15.55%,5.64,0.714539007
600729,1.2,15.38,-,13.85,-9.34,-,51.07亿,-3.11,34.2,4.74亿,14.54,991.15,0,-,-9.97,40652.85,40179.65,0.8364,11.872,8.42%,27.29,0.507511909
600730,-0.02,-,181.48,2.99,-5.45,-,2866.60万,3.76,36.32,-883.57万,-,-,0,-,97.22,58665.6,58665.6,0,1.1469,-0.50%,5.56,0.537769784
600731,0.16,11.33,-,5.05,31.64,-,5.91亿,-1.73,-33.32,8527.73万,26.91,53.59,0,-,13.64,55874.24,46102.98,2.1397,1.6846,3.03%,6.47,0.780525502
600732,0.54,390.91,-,7.5,187.57,-,77.45亿,-1.04,-16.23,7.02亿,208.78,-25.2,0,-,-13.48,182660.91,159710.08,3.0802,3.3433,7.18%,18.3,0.409836066
600733,-0.21,-,334.59,1.1,-53.4,-,24.97亿,44.31,-34.41,-8.92亿,-,-,0,-,-,557350.32,391224.44,4.3767,-4.2619,-18.83%,7.05,0.156028369
600734,0,136.43,2017.24,0.17,-17.06,-,3584.91万,912.54,-54.72,1032.08万,170.02,206.54,0,-,384.79,217830.31,210035.68,0.6518,-1.4928,2.83%,3.69,0.046070461
600735,0.02,-32.77,-,3.26,3.4,-,5.62亿,25.76,21.45,853.43万,-23.35,364.92,0,-,-11.91,42877.82,42101.66,1.0339,1.08,0.61%,6.83,0.477306003
600736,0.06,200,-,8.06,-4.26,-,29.35亿,218.9,-31.82,1.02亿,106.42,-10.59,0,-,-35.23,115129.29,115129.29,1.4177,3.1474,1.10%,4.79,1.682672234
600737,0.13,19.38,-,4.7,-2.48,-,47.97亿,-1.52,-32.19,2.74亿,19.42,2067.59,0,-,50.93,213884.82,213884.82,2.1639,1.1812,2.72%,8.74,0.537757437
600738,0.03,-90.2,-,2.54,-5.03,-,2.41亿,9.58,83.31,2453.33万,-89.33,168.21,0,-,-15.36,76133.52,76066.62,0.3242,0.815,1.27%,5.4,0.47037037
600739,0.2,10.3,-,18.98,2.97,-,20.67亿,-41.91,-21.04,3.04亿,9.9,689.42,0,-,-6.16,152970.98,152970.98,5.4781,11.8805,1.05%,12.35,1.536842105
600740,0.3,41.16,-,5.94,19.6,-,24.67亿,-20.85,-7.76,7.63亿,41.14,712.98,0,-,-,256212.12,256212.12,2.7546,1.8296,5.02%,5.02,1.183266932
600741,0.46,-15.9,-,17.37,7.85,-,368.15亿,-1.49,-18.11,14.34亿,-16.01,-38.34,0,-,-10.08,315272.4,315272.4,3.6358,10.639,2.62%,17.61,0.98637138
600742,0.09,-17.13,-,10.71,4.54,-,41.53亿,-2.78,-20.64,6872.35万,-8.8,-42.95,0,-,-19.84,74305.79,68359.78,1.6902,6.6509,0.86%,9.31,1.15037594
600743,-0.07,-,207.19,2.62,-41.02,-,14.63亿,57.32,-73.56,-8511.52万,-,-,0,-,-14.64,234610.09,234610.09,0.5442,-0.3141,-1.39%,1.68,1.55952381
600744,-0.05,-,-,0.64,169.88,-,26.62亿,9.09,8.13,-1.06亿,-,-,0,-,110.83,203112.43,203112.43,2.562,-2.9709,-8.13%,3.39,0.18879056
600745,0.37,-7.5,-,29.2,6.28,-,144.27亿,-2.54,-9.79,4.60亿,-8.42,195.17,0,-,2.62,124280.86,124280.86,20.2061,6.2305,1.27%,49.53,0.589541692
600746,-0.09,-,-,4.6,-18.09,-,13.25亿,-36.1,13.74,-1.10亿,-,-,0,-,-,116784.29,116608.23,2.0472,1.2485,-2.04%,7.39,0.622462788
600748,0.16,1700,-30.77,5.57,2.57,-,27.87亿,183.02,-13.59,2.86亿,3169.74,21.62,0,-,3.47,184456.29,184456.29,1.4098,2.8638,2.79%,3.72,1.497311828
600749,-0.04,-,255.33,4.35,-1.49,-,2538.73万,139.69,0.22,-867.26万,-,-,0,-,191.86,22696.55,22696.55,4.2574,-0.7601,-0.87%,11.66,0.373070326
600750,0.38,31.03,-,6.57,-1.18,-,13.16亿,41.44,40.45,2.41亿,31.1,164.29,0,-,14.63,62944.5,62370,0.6587,4.392,5.83%,19.95,0.329323308
600751,0.01,-75.8,-,2.46,1.77,-,7117.40万,106.85,39.62,1981.80万,-75.64,189.44,0,-,-,289933.78,257318.91,3.5208,-2.06,0.28%,2.87,0.857142857
600753,-0.03,-,-,1.22,3.94,-,5874.68万,-91.39,103.54,-640.91万,-,-,0,-,-,23030.72,21504,0.6009,-0.385,-2.29%,10.15,0.120197044
600754,0.12,208.47,-76.68,15.61,1.27,-,29.22亿,25.85,0.31,1.30亿,208.53,81.94,0,-,16.78,107004.41,91404.41,11.6843,2.286,0.78%,32.19,0.484933209
600755,0.29,3.57,-,14.02,-1.66,-,1235.63亿,12.69,5.06,7.39亿,5.16,-42.23,0,-,-56.51,222166,203005.84,2.1544,6.3354,2.40%,6.86,2.043731778
600756,0.01,400,-,6.89,3.14,-,4.40亿,24.66,-50.01,439.91万,590.19,-95.42,0,-,27.73,32409.88,32409.88,3.2569,2.3367,0.20%,13.9,0.495683453
600757,0.32,33.33,-,7.27,4.43,-,20.23亿,21.35,33.51,3.86亿,31.5,1428.46,0,-,9.95,121365.03,121349.71,1.5158,4.1425,4.37%,7.78,0.934447301
600758,0.22,29.41,800,4.3,6.12,-,19.75亿,-0.06,0.28,2.87亿,24.73,1563.42,0,-,36.42,132201.74,132074.34,2.5874,0.4124,5.06%,3.94,1.091370558
600759,-0.01,-,188.89,1.63,-14.82,-,5.41亿,-20.4,-25.98,-2514.89万,-,-,0,-,10.93,226350.75,225818.4,1.1385,-0.4276,-0.68%,2.69,0.605947955
600760,0.33,26.92,-,6.88,13.03,-,91.75亿,17.58,-18.94,6.42亿,25.51,13.67,0,-,16.67,275569.95,274473.68,2.8302,2.9639,4.76%,41.01,0.16776396
600761,0.35,34.62,-,9.51,17.31,-,41.52亿,5.21,11.49,2.63亿,35.61,20.32,0,-,0.92,74019.56,74019.56,0.4261,6.562,3.73%,16.34,0.582007344
600763,0.53,1.92,-,10.85,14.19,-,6.75亿,3.04,16.46,1.69亿,1.49,410.49,0,-,41.44,32064,32064,0,9.8777,4.86%,90.26,0.120208287
600764,0.02,0.92,-,10.97,4.55,-,4.37亿,-3.89,-74.81,1554.77万,0.89,-95.6,0,-,20.24,71062.94,71062.94,4.2445,5.6577,0.20%,21.37,0.513336453
600765,0.18,-10,-,7.26,-20.31,-,23.40亿,13.34,-17.92,2.71亿,30.13,-5.45,0,-,8.53,147204.91,146653.78,3.0307,3.077,2.53%,21.03,0.345221113
600766,0,-,170,0.26,-1.08,-,2078.02万,88.78,108.33,44.95万,414.85,120.17,0,-,-,22422.68,22393.21,1.0574,-1.8056,0.78%,11.89,0.021867115
600768,0.01,146.15,-,2.94,77.95,-,6726.05万,20.18,-24.18,74.68万,142.97,-99.56,0,-,-32.66,13374.72,13374.72,0.1153,1.5615,0.19%,10.82,0.271719039
600769,0.01,37.31,-,0.22,16.59,-,1625.85万,28.45,13.96,345.33万,37.06,10.09,0,-,7.49,37497.72,37497.72,0.979,-1.8718,4.24%,9.15,0.024043716
600770,-0.02,-,6371.43,2.58,-2.91,-,9483.33万,2.54,31.14,-2327.70万,-,-,0,-,-39.06,130000,130000,1.7134,0.0433,-0.69%,4.83,0.534161491
600771,0.02,0,216.9,3.5,-18.38,-,3.69亿,55.16,112.84,979.05万,26.2,102.81,0,-,4.06,48949.11,48949.11,3.2446,-0.82,0.57%,29.61,0.11820331
600773,0.03,3.03,-,4.64,2.59,-,6.31亿,12.2,-13.63,2790.87万,2.02,-10.26,0,-,-7.95,81966.07,81966.07,2.0028,1.518,0.73%,11.63,0.398968186
600774,0.08,4.31,-,5.71,0.87,-,3.61亿,1.16,-0.47,2425.66万,4.29,6.08,0,-,-8.86,29503.24,29484.21,3.2526,0,1.44%,10.13,0.563672261
600775,-0.03,-,-,3.86,0.39,-,5.58亿,-47.36,-53.66,-3045.06万,-,-,0,-,-24.62,91383.85,67183.85,1.6094,0.9339,-0.86%,8.52,0.453051643
600776,0.01,145.71,-,2.68,2.5,-,6.01亿,-2.04,-45.92,1348.95万,145.69,-80.12,0,-,-19.44,125600.01,95600.01,0.7324,0.8259,0.40%,12.85,0.208560311
600777,0.09,20.67,-,2.57,43.81,-100,20.02亿,19.04,-23.34,6.35亿,20.55,31.12,0,-,-12.8,680049.58,636615.24,0.9789,0.4904,3.63%,2.57,1
600778,0.15,298.12,275.92,1.22,-32.4,-,5.42亿,-3.94,227.25,4624.24万,298.34,130.75,0,-,580.45,31149.14,31121.49,1.2961,-1.5453,12.14%,6.24,0.195512821
600779,0.42,-45.07,104.1,6.81,27.82,-,15.27亿,-26.38,-21.1,2.03亿,-45.15,-72.85,0,-,-1.6,48836.14,48836.14,0.8423,4.4032,6.10%,59.85,0.113784461
600780,0.21,-11.38,-,6.01,14.38,-,30.11亿,8.49,2.64,2.37亿,-11.35,67.32,0,-,24.2,114650.25,114650.25,1.1426,3.5106,3.45%,9.71,0.618949537
600782,0.03,-90.61,-,8.28,-5.51,-,228.74亿,-12.03,-0.66,9568.42万,-90.71,118.78,0,-,114.2,318872.27,318872.27,1.719,4.9346,0.36%,4.06,2.039408867
600783,0.12,71.43,-,6.2,8.87,-,1516.45万,-33.23,-64.65,9132.63万,85.84,-79.19,0,-,-91.97,74435.93,74435.93,1.255,3.5665,1.98%,11.49,0.539599652
600784,0.12,33.33,-,4,13.64,-,10.02亿,31.73,3.55,8277.86万,41.78,-26.74,0,-,-23,67565.23,56817.78,1.3115,1.4679,3.07%,6.06,0.660066007
600785,0.37,94.74,-,9.44,6.75,-,18.42亿,6.96,40.44,8381.82万,96.32,405.39,0,-,37.1,22563.13,22563.13,1.3799,6.1255,3.94%,13.61,0.693607641
600787,0.04,-72.97,-,6,1.41,-,148.27亿,-6.25,-18.83,8811.11万,-72.96,-50.47,0,-,20.97,218072.87,217007.96,1.6597,2.153,0.67%,5.17,1.160541586
600789,0.05,0,-,3.84,2.5,-,16.70亿,26.06,6.45,4568.86万,2.47,-1.56,0,-,14.07,88903.23,88903.23,1.8475,0.8218,1.34%,6.96,0.551724138
600790,0.05,-5.28,-,4.17,5.07,-,2.22亿,13.83,10.38,7097.19万,-5.29,-85.91,0,-,-18.37,146579.09,146579.09,0.7741,2.1323,1.16%,3.95,1.055696203
600791,-0.09,-,-,7.84,-13.24,-,17.02亿,114.23,250.32,-4283.34万,-,-,0,-,-,45288,45231.37,0.0251,1.2458,-1.21%,4.5,1.742222222
600792,-0.02,-,300,3.2,-4.43,-,18.87亿,2.71,2.96,-1559.28万,-,-,0,-,157.78,98992.36,98992.36,2.2981,-0.2578,-0.49%,4.14,0.77294686
600793,0.04,51.04,-,3.76,5.04,-,6.07亿,5.44,20.29,643.38万,51.1,182.15,0,-,-21.15,17690.4,17690.4,2.2657,0.4462,0.97%,11.87,0.316764954
600794,0.05,66.67,-,1.98,4.8,-,2.61亿,-14.69,-21.56,6572.40万,67.72,102.11,0,-,48.29,121215.22,121215.22,0.2184,0.6999,2.74%,3.59,0.551532033
600795,0.05,-6.9,-,2.59,-0.79,-,453.33亿,-3.1,-2.31,9.64亿,-8.63,142.9,0,-,-4.93,1783561.91,1783561.91,0.0305,1.1544,2.09%,3.69,0.701897019
600796,0.04,0,-,3.52,4.01,-,3.58亿,-7.72,-46.15,3033.90万,-14.67,-60.12,0,-,-4.61,86658.58,30140.21,1.6879,0.696,1.00%,5.46,0.644688645
600797,0,-80,-,3.23,5.58,-,8.70亿,-10.16,-31.85,202.89万,-69.42,-96.82,0,-,-1.24,102752.71,102752.71,1.538,0.6121,0.06%,6.59,0.490136571
600798,0,-87.07,-,3.23,-0.13,-,4.45亿,-4.64,-14.58,406.38万,-87.18,-52.65,0,-,2.49,120653.42,120653.42,0.9841,0.9968,0.10%,3.66,0.882513661
600800,-0.09,-,-,2.36,-2.8,-,5.20亿,-38.96,-81.46,-1.09亿,-,-,0,-,-,118578.76,79433.74,1.7298,-0.4948,-3.90%,3.62,0.651933702
600801,0.12,-62.5,-,13.12,0.74,-,66.28亿,1.49,-23.45,2.48亿,-63.09,-47.71,0,-,-14.1,209659.99,136187.99,0.9424,11.093,0.90%,14.75,0.889491525
600802,-0.22,-,410,3.1,-25.53,-,4.47亿,-13.16,-35.76,-1.01亿,-,-,0,-,-,45824.84,45824.84,0.4257,0.695,-7.10%,5.27,0.588235294
600803,0.47,74.07,-,6.18,18.64,-,343.51亿,-2.83,-27.61,14.56亿,93.24,-45.75,0,-,-20.99,309839.76,146128.19,0.0668,4.8094,7.61%,17.09,0.36161498
600804,0.02,-83.33,196.67,0.67,-30.45,-,9.34亿,6.23,-11.7,3630.64万,-82.02,107.28,0,-,125.02,165746.39,139263,2.0959,-2.531,3.29%,4.46,0.150224215
600805,0.08,14.29,170,5.14,3.45,-,14.01亿,-8.9,28.61,7019.74万,25.58,950.08,0,-,4.37,85089.45,85027.54,0.3352,2.9373,1.60%,4.42,1.162895928
600807,0.01,106.25,-,0.38,1.84,-,2.16亿,-32.53,-58.73,690.85万,105,-97.43,0,-,-55.78,88463.47,78701.85,1.3371,-1.4969,2.04%,3.12,0.121794872
600808,-0.07,-,122.35,3.69,-16.53,-,227.37亿,-14.46,-0.46,-5.09亿,-,-,0,-,-,776978.72,596775.12,1.0857,0.9737,-1.78%,2.8,1.317857143
600809,3.95,29.93,-,21.43,38.02,-,126.82亿,20.44,211.62,48.19亿,29.89,387.96,0,-,32.58,121996.42,121996.42,0.485,19.3921,18.43%,246.56,0.086915964
600810,-0.02,-,-,7.39,-4.57,-,27.73亿,-28.12,-4.39,-2042.21万,-,-,0,-,528.5,104417.59,71403.12,2.5885,3.1142,-0.27%,7.88,0.937817259
600811,0.03,725,220.65,5.03,-3.53,-,22.64亿,-23.38,-16.24,9653.74万,725.67,110.67,0,-,20900,365874.49,365874.49,2.3418,0.6964,0.52%,2.24,2.245535714
600812,0,-62.5,195.52,3.09,-13.04,-,26.60亿,4.59,1.27,542.03万,-60.38,100.75,0,-,-2.92,171573.04,163080.47,2.2652,-0.3503,0.10%,6.03,0.512437811
600814,0.16,23.08,-,4.61,5.1,-,5.80亿,9.87,24.23,1.13亿,19.82,2892.88,0,-,5.11,73572.92,71502.68,0.1047,3.1054,3.32%,7.09,0.650211566
600815,0,-,-,0.84,18.82,-,1.75亿,-40.93,122.31,-923.05万,-,-,0,-,-,177409.45,177409.45,2.2098,-2.5255,-0.62%,2.63,0.319391635
600816,0,102.22,-95.93,1.31,1225.19,-,5518.19万,106.78,300.56,2487.75万,102.81,314.15,0,-,1545.12,984444.83,526429.05,1.3087,-1.1733,0.19%,3.26,0.401840491
600817,0.05,-67.04,-,4.51,5.82,-,6.27亿,-15.22,-47.18,2929.87万,-65.5,-80.35,0,-,-32.23,54150.84,19467.83,1.9258,1.27,1.19%,8.65,0.521387283
600818,0.01,200,176.64,1.83,-14.11,-,1.89亿,42.9,-15.34,184.23万,156.7,101.8,0,-,142.52,32144.79,23795.79,0.1397,0.5641,0.31%,13.1,0.139694656
600819,-0.07,-,-,3.67,-2.85,-,10.41亿,-4.83,-20.39,-6577.99万,-,-,0,-,0.63,93491.61,74741.61,1.3002,0.8592,-1.92%,4.93,0.744421907
600820,0.14,55.56,-,8.8,9.71,-,114.42亿,7.34,-57.86,4.49亿,51.22,-69.04,0,-,-6.42,314409.61,314409.61,2.1182,5.0357,1.62%,5.57,1.57989228
600821,0.08,60,-,4.28,30.52,-,7.77亿,24.97,14.69,1.69亿,121.04,92.33,0,-,10.79,199726.35,174148.26,2.8321,0.3928,1.98%,6.74,0.635014837
600822,0.28,1819.73,123.72,2.32,23.36,-,20.54亿,6.8,125.12,1.40亿,1823.87,285.05,0,-,-65.75,49597.29,39614.79,3.5948,-2.3876,12.14%,10.87,0.213431463
600823,0.04,33.33,212.61,5.53,-19.86,-,11.12亿,-57.9,124.69,1.49亿,54.32,-,0,-,-,375116.83,375116.83,0.2074,3.1669,0.72%,1.27,4.354330709
600824,0.04,5.88,213.43,2.25,-12.1,-,3.35亿,49.48,37.01,3791.54万,4.38,112.75,0,-,-15.29,105402.71,105402.71,0.1484,0.8232,1.60%,3.77,0.596816976
600825,0,300,-,2.4,-4.01,-,1.66亿,-8.51,-67.01,412.83万,343.27,-67.97,0,-,5.94,104488.79,104488.79,0.5325,0.5132,0.17%,4.36,0.550458716
600826,0,-,-,6.66,1.13,-,5380.09万,34.43,-90.42,-891.41万,-,-,0,-,-98.28,53276.11,41748.24,0.0538,5.1767,-0.25%,9.33,0.713826367
600827,0.12,33.33,-,10.01,0.92,-,94.87亿,-7.77,32.44,2.12亿,36.14,-75.81,0,-,-15.41,178416.81,160444.99,1.7101,5.4841,1.19%,10.23,0.978494624
600828,0.06,158.65,-,4.2,2.02,-,9.42亿,9.14,-14.87,1.06亿,158.31,-59.69,0,-,-15.67,173198.25,173136.02,-0.0135,1.596,1.46%,3.81,1.102362205
600829,0.12,55.72,-,4.37,12.87,-,26.53亿,13.94,11.25,7178.64万,55.62,0.24,0,-,-13.02,57988.86,57988.86,0,3.1922,2.83%,7.65,0.57124183
600830,0.04,69.23,204.35,4.67,0.56,-,6260.11万,34.08,40.93,1987.29万,65.58,283.55,0,-,17.95,45432.27,45432.27,1.2455,2.2028,0.94%,6.33,0.737756714
600831,0.01,-36.75,-,5.35,0.13,-,6.17亿,0.91,-29.02,748.52万,-36.6,179.39,0,-,2.52,71051.24,71051.24,2.5191,1.6108,0.20%,5.48,0.976277372
600833,0.13,372.24,-,4.46,20.56,-,4.59亿,17.29,-47.64,2961.29万,373.18,-57.1,0,-,-26.73,22308.63,22308.63,0.2922,2.0935,2.98%,11.58,0.385146805
600834,0.04,-10.12,-,3.46,3.1,-,7957.57万,4.36,132.38,1716.34万,-5.59,-,0,-,-,47738.19,47738.19,0.0584,1.92,1.04%,8.11,0.426633785
600835,0.23,43.75,-,12.89,5.64,-,45.39亿,14.7,-31.61,2.31亿,39.43,7.24,0,-,10.82,102273.93,80650.43,1.899,8.6952,1.75%,12.41,1.038678485
600836,0,-40,357.14,1.71,-5.87,-,1.27亿,-11.19,-15.05,123.18万,-43.44,103.78,0,-,-5.4,66895.31,66524.31,0.1846,0.5191,0.11%,3.97,0.430730479
600837,0.19,72.73,-,12.82,2.04,-,85.20亿,106.25,21.55,24.34亿,62.24,417.99,0,-,566.67,1306420,887338.12,5.7415,3.7593,1.45%,9.81,1.306829766
600838,0.04,13.62,-,3.66,0.57,-,2194.22万,14.56,-10.98,1470.72万,13.44,-31.12,0,-,61.31,40088.2,40088.2,0.4582,1.4903,1.00%,7.32,0.5
600839,0.02,65.14,-,2.97,2.57,-,229.43亿,14.22,-9.57,8295.02万,64.9,-65.68,0,-,-31.27,461624.42,461495.86,0.7919,1.1281,0.61%,5.57,0.533213645
600841,-0.29,-,211.76,4.59,-23.5,-,20.11亿,-50.49,1.87,-4.80亿,-,-,0,-,-,138782.18,92014.41,3.987,-0.8164,-6.41%,6.12,0.75
600843,0.05,-16.72,-,4.58,3.25,-,8.51亿,17.17,-15.61,3516.23万,-16.11,321.76,0,-,-2.01,71316.65,46922.27,2.14,1.5624,1.08%,5.63,0.813499112
600844,-0.04,-,201.35,0.88,-27.35,-,2.34亿,-10.96,33.96,-4081.32万,-,-,0,-,-,101652.42,82273.06,1.7333,-1.9145,-4.57%,2.85,0.30877193
600845,0.26,-16.12,-,5.25,-16.23,-,25.22亿,0.99,-54.11,4.99亿,9.66,-23.99,0,-,46.85,240259.05,173510.76,1.8999,2.2498,4.75%,41.67,0.125989921
600846,0.13,45.56,-,5.82,5.62,-,10.10亿,42.3,-44.19,8214.39万,46.63,-50.55,0,-,-0.5,62476.15,62476.15,0.0361,4.3001,2.26%,9.94,0.585513078
600847,-0.02,-,575,4.47,0.32,-,1.34亿,20.47,-5.96,-332.08万,-,-,0,-,0.17,15328.74,15328.74,5.4751,-2.0089,-0.49%,11.45,0.390393013
600848,0.1,-16.67,-,6.85,10.18,-,10.02亿,-46.79,-7.41,2.57亿,-15.46,10.03,0,-,13.23,252248.7,239391.23,3.4234,1.8869,1.49%,10.82,0.633086876
600850,0.07,-59.62,-,6.09,-13.7,-,19.71亿,10.62,-33.61,4648.08万,-35.15,-79.7,0,-,-26.39,68507.43,55490.79,0.398,4.5122,1.12%,23.14,0.26318064
600851,0.02,-2.65,-,3.24,0.08,-,2.83亿,-6.66,-27.76,2652.53万,-2.89,527.98,0,-,54.87,120705.67,73820.61,0.3482,0.6097,0.68%,6.85,0.472992701
600853,0,16.28,-,2.44,5.32,-,18.92亿,10.9,-66.2,503.50万,16.61,-97.28,0,-,15.28,101490.25,100490.15,0.133,1.2602,0.20%,4.28,0.570093458
600854,0.05,-24.37,-,4.37,5.56,-,9078.32万,-24.07,429.78,2353.57万,-24.3,153.24,0,-,77.54,51945.85,51945.85,2.9561,-0.7658,1.04%,5.02,0.870517928
600855,-0.1,-,-,3.81,-1.14,-,2.07亿,-9.97,-71.84,-4452.29万,-,-,0,-,26.75,47797.75,43905.34,1.74,1.1083,-2.60%,10.88,0.350183824
600857,0.07,86.11,-,3.52,71.93,-,2.97亿,65.77,10.49,1500.96万,85.21,404.56,0,-,99.02,22431.99,22431.99,0.2901,1.3145,1.90%,9.24,0.380952381
600858,0.18,62.3,193.85,4.63,1.33,-,16.42亿,-5.18,78.48,9333.96万,62.32,181.22,0,-,-21.4,52006.66,51754.8,1.8922,1.5408,3.88%,5.47,0.846435101
600859,0.2,-39.94,114.48,17.07,-1.99,-,33.67亿,1.58,44.29,2.26亿,-39.91,202.9,0,-,13.47,113504.95,109346.95,8.955,5.2109,1.17%,17.73,0.962774958
