name,每股收益,同比%,当季环比%,每股净资产,同比%,当季环比%,主营收入,同比%,当季环比%,净利润,同比%,当季环比%,销售毛利率,同比%,当季环比%,总股本(万股),流通股本(万股),每股资本公积金,每股未分配利润,净资产收益率,price,,
300990,0.3,-25,-,17.78,-41.24,-,2.73亿,45.34,-19.19,2835.61万,35.23,-32.39,0,-,-0.04,16848,4212,12.2131,3.9835,1.70%,45.33,,
300991,-0.06,-,-,4.35,-40.58,-,9564.25万,6.63,-26.21,-856.31万,-,-,0,-,3.83,14400,6537.6,1.4414,1.6893,-1.37%,16.32,,
300992,0.11,-1.57,-,8.81,15.96,-,1.38亿,6.1,-8.27,1022.65万,-1.51,244.01,0,-,-3.12,9080.01,4354.77,3.0758,3.7098,1.28%,20.47,,
300993,0.11,-45,-,5.47,-38.2,-,1.30亿,14.38,-10,2701.91万,0.31,-28.65,0,-,-8.09,30813.12,9946.17,2.315,1.9418,2.08%,11.52,,
300994,0.07,-69,-,5.86,1.79,-,4.87亿,-37.09,-3.62,1386.12万,-67.37,-1.4,0,-,-8.71,23308.8,7785.6,3.0051,1.5722,1.22%,14.53,,
300995,0.04,-57.38,-,7.61,-1.42,-,6017.38万,-14.4,-1.03,309.27万,-57.33,1383.29,0,-,-16.78,8416,2911,4.528,1.7878,0.48%,22.25,,
300996,-0.13,-,-,7.98,22.41,-,5417.56万,10.66,-87.62,-1865.11万,-,-,0,-,-12.3,20128.46,11941.47,3.7095,2.8511,-1.63%,22.26,,
300997,0.19,66.87,-,3.05,7.22,-,5.17亿,43.75,-3.13,8527.22万,66.02,-0.55,0,-,8.62,45000,9000,0.7594,1.3525,6.22%,13.52,,
300998,0.04,-11.8,-,9.83,87.28,-,1.98亿,61.56,-32.21,453.66万,-11.66,-47.67,0,-,-6.78,13716.92,3500,9.4911,1.5821,0.34%,22.95,,
300999,0.16,700,-,16.56,3.55,-,610.41亿,7.97,-12.35,8.54亿,645.99,29.83,0,-,0,542159.15,54264.71,6.7708,8.3851,0.95%,34.97,,
301000,0.21,-58.82,-,11.85,-44.08,-,1.32亿,-5.25,-1.34,2028.56万,-25.31,16.38,0,-,21.78,17280.05,6912.05,8.658,1.7889,1.78%,16.49,,
301001,0.02,114.17,-48.82,10.25,-0.45,-,1.42亿,-2.08,-48.26,134.00万,114.43,-90.05,0,-,-26.34,8000,3440,6.1511,2.6712,0.16%,26.61,,
301002,0.04,-80.95,-,6.93,-14.19,-,1.67亿,-11.99,-14.75,437.28万,-77.46,105.48,0,-,-0.74,12287.62,5825.08,3.6014,1.6041,0.51%,19.85,,
301003,0.54,-22.86,133.7,11.39,3.92,-,2.36亿,-21.34,24.52,5334.49万,-23.59,35.08,0,-,-1.94,9905.33,6874.93,7.0178,2.8883,4.73%,25.14,,
301004,0.53,60.61,-,9,41.18,-,2.42亿,32.46,-42.72,5314.96万,61.03,-49.09,0,-,-4.38,10403,2500,2.7717,5.0468,5.68%,44.99,,
301005,0.07,-75.86,-,7.86,-43.21,-,8511.60万,-17.59,-36.98,722.36万,-55.72,-62.66,0,-,-7.83,10416.33,4433.3,4.8381,1.8317,0.88%,28.5,,
301006,0.3,33.56,-,8.64,8.4,-,9971.74万,32.4,17.45,4123.60万,33.54,227.69,0,-,18.22,13928,6407.02,3.8887,3.3242,3.43%,17.94,,
301007,0.05,-28.57,-,4.11,4.74,-,1.35亿,-4.52,-10.19,789.81万,-28,-20.22,0,-,-2.38,15334,12360.78,1.2773,1.6558,1.26%,18.15,,
301008,0.12,-25,-,12.96,-10.77,-,1.48亿,-14.68,-42.7,960.69万,-11.06,-56.77,0,-,-12.11,8000,2464.4,9.0257,2.595,0.93%,29.84,,
301009,0.04,466.67,193.7,5.02,-3.74,-,3.19亿,-0.88,-5.45,1109.72万,466.92,119.17,0,-,6.28,27186,9718.38,2.6603,1.0865,0.81%,11.96,,
301010,0.04,0,-,7.48,2.41,-,1.02亿,11.19,-78.85,407.24万,2.03,-80.48,0,-,8.84,10800,5066.17,3.6713,2.4176,0.50%,18.92,,
301011,0.05,154.5,185.11,5.69,-31.77,-,1.56亿,21.9,11.69,574.83万,265.16,106.34,0,-,46.44,14669.2,7826.18,3.3201,1.1445,0.90%,21.2,,
301012,0.01,-97.94,-,7.41,5.76,-,7806.36万,-59.28,-17.79,49.52万,-97.95,-88.89,0,-,0.08,14249.02,7518,4.201,1.97,0.08%,20.94,,
301013,0.02,128.33,299.19,3.76,-36.43,-,8317.06万,88.95,-16.61,397.26万,140.15,117.71,0,-,-21.13,23374.31,16609.22,1.5271,1.0872,0.45%,14.85,,
301015,0.23,37.12,-,4.62,7.99,-,16.86亿,-9.35,-15.26,1.22亿,38.42,-22.72,0,-,-4.2,52510,11837.5,0.7854,2.5554,5.05%,34.3,,
301016,0.04,-76.41,-,8.17,7.06,-,4736.82万,-57.43,-63.06,480.61万,-76.49,-80.69,0,-,-7.95,12000,3000,3.437,3.2984,0.49%,22.5,,
301017,0.16,33.33,-,5.67,18.43,-,20.72亿,30.56,-19.53,6455.36万,30.38,-35.08,0,-,3.01,40534.02,10930.02,2.1157,2.0613,2.81%,19.37,,
301018,0.17,13.33,-,9.19,49.34,-,4.63亿,6.4,-30.38,4136.70万,12.84,39.7,0,-,11.38,26594.2,8675.2,6.2723,2.3791,1.70%,26.57,,
301019,0.16,-50,-,8.86,-29.76,-,9866.97万,-15.27,-12.62,1956.76万,-24.25,-26.41,0,-,1.4,12000,5618.29,5.2145,2.3194,1.84%,22.2,,
301020,0.13,-7.14,-,5.99,2.8,-,1.22亿,9.66,19.05,1857.88万,-9.26,19.77,0,-,12.89,14640,7292.18,2.1803,2.4265,2.12%,20.05,,
301021,-0.03,-,-,6.5,-0.02,-,5782.19万,-28.17,-26.45,-495.70万,-,-,0,-,-6.19,15151.15,6996.15,3.3441,1.9648,-0.50%,24.37,,
301022,0.14,-28.86,-,14.19,4.05,-,1.04亿,15.6,-21.92,886.43万,-28.86,354.59,0,-,29.94,8320,4241.81,8.6873,4.345,0.98%,28.9,,
301023,0.26,-51.85,-,15.41,-30.51,-,3862.08万,-3.93,-13.28,1435.81万,-29.37,-4.41,0,-,-7.02,5600.03,2369.72,8.2647,5.6519,1.66%,38.97,,
301024,-0.1,-,282.77,9.83,-48.69,-,4222.37万,2.08,25.57,-666.58万,-,-,0,-,121.43,6358.5,1773.75,8.2802,0.2027,-1.07%,29.06,,
301025,0.02,-20.53,-,1.65,4.77,-,1.04亿,-7.85,-27.87,604.72万,-20.59,-54.8,0,-,-34.56,40030.94,9582.87,0.0484,0.5462,0.91%,11.08,,
301026,0.43,5.38,-,12.66,8.2,-,4.42亿,-53.04,22.49,4883.61万,5.37,192.67,0,-,-12.63,11333.33,5574.58,5.0566,5.9255,3.41%,28.69,,
301027,-0.01,-,-,6.49,1.8,-,1.29亿,-30.56,-62.25,-187.24万,-,-,0,-,-4.52,14829.14,10132.44,2.7102,2.3728,-0.20%,12.22,,
301028,0.1,-16.67,-,3.22,6.64,-,2.27亿,2.95,41.72,3846.61万,-17.14,108.98,0,-,24.92,37891.2,10809.32,0.9358,1.0575,3.15%,10.53,,
301029,0.33,32,-,5.87,-0.65,-,7.04亿,44.36,3.22,1.61亿,59.49,80.78,0,-,18.71,57781.15,29794.93,1.8744,2.7881,5.70%,27.9,,
301030,0.26,160,-,11.19,43.55,-,5.75亿,99.49,47.23,3569.90万,179.41,-7.86,0,-,-22.71,14364.66,10472.94,7.0271,2.8799,2.23%,35.9,,
301031,0.49,-2.13,-,13.13,14.93,-,2.32亿,58.68,-14.46,3253.87万,-2.12,-44.89,0,-,-6.16,6627.74,3630.89,7.0271,4.5983,3.74%,119.86,,
301032,0.01,-77,-,4.45,-0.66,-,7.78亿,9.37,62.88,167.54万,-75.95,-88.43,0,-,-2.27,24113.34,8251.59,2.0239,1.0545,0.16%,9.46,,
301033,0.12,9.09,-,9.24,5.39,-,4448.58万,19.35,-20.56,781.65万,9.08,35.51,0,-,-1.31,6606.3,3703.63,6.6026,1.4753,1.28%,41.58,,
301035,0.66,-52.86,-,22.96,20.03,-,22.33亿,-28.4,-12.23,1.83亿,-52.83,70.3,0,-,3.38,27711.57,8782.35,8.3493,13.0076,2.87%,67.84,,
301036,0,-100,-,15.4,-4.67,-,3.14亿,-3.97,-1.41,-12.51万,-,-,0,-,-6.29,10000,4111.55,10.1676,3.7275,-0.01%,22.48,,
301037,0.02,-92.31,182.01,8.36,-9.97,-,11.93亿,-27.26,13.93,183.01万,-92.12,212,0,-,24.96,10042.04,2825.48,3.7604,3.6369,0.22%,20.38,,
301038,-0.08,-,4545,5,-26.23,-,9975.51万,-2.63,-66.58,-1336.16万,-,-,0,-,-,17160,4933.5,2.5498,1.2504,-1.56%,20.28,,
301039,0.24,300,-,6.51,14.63,-,65.84亿,28.29,5.95,4.79亿,285.25,4.88,0,-,16.61,201760,72523.65,2.3792,2.9572,3.65%,10.12,,
301040,0.04,-75.84,-,10.8,9.72,-,1.65亿,-38.46,-36.33,412.44万,-75.82,-78.96,0,-,15.79,10000.02,6958.32,5.1781,3.3064,0.38%,18.68,,
301041,0.04,300,-,5.98,4.82,-,1.49亿,5.57,-10.64,398.13万,437.44,-56.37,0,-,-1.62,10668,6144.08,2.5391,2.3455,0.63%,26.37,,
301042,0.03,-83.82,-,17.01,3.6,-,1.24亿,-32.43,-24.14,215.66万,-83.79,-80.79,0,-,-10.34,6935.98,4230.05,10.4494,4.7798,0.18%,35.82,,
301043,0.27,342.33,-,11.68,6.79,-,1.12亿,19.47,8.08,1805.05万,376.38,211.94,0,-,5.17,6800,1800,6.6837,3.5685,2.27%,32.34,,
301045,0.04,-79.5,-,8.33,1.32,-,1.36亿,-31.89,15.66,422.77万,-79.18,133.09,0,-,33,10315.43,5164.68,3.6264,3.3501,0.49%,25.51,,
301046,0.03,-62.5,-,5.15,-3.97,-,7073.06万,-39.16,-45.31,422.99万,-63.52,-63.17,0,-,20.34,14969.7,5894.69,2.1572,1.839,0.55%,26.52,,
301047,0.65,-61.44,-,49.94,4.29,-,1.57亿,-10.67,8.85,8369.53万,-26.74,207.33,0,-,6.38,12920,5846.34,37.1052,11.2343,1.30%,87.21,,
301048,0.12,-9.82,-,4.27,11.4,-,6.15亿,-18.34,-56.77,6513.99万,-9.83,-50.48,0,-,29.95,53333.34,13333.34,1.8472,1.282,2.86%,10.4,,
301049,-0.09,-,144.6,7.82,-20.2,-,4885.01万,-5.98,-18.31,-1026.92万,-,-,0,-,100.48,9425.33,2568.4,4.8303,1.649,-1.17%,23.78,,
301050,0.51,-54.05,-,14.02,-37.58,-,2.46亿,9.07,22.99,8955.29万,-16.37,199.94,0,-,25.18,17424,13386.62,8.7748,3.8884,3.67%,65.01,,
301051,-0.12,-,437.74,32.22,-9.1,-,2.95亿,-12.82,-31.62,-962.48万,-,-,0,-,0,12000,6212.48,24.3151,6.1534,-0.37%,55.31,,
301052,0.19,225.6,-,8.62,10.58,-,1.15亿,9.36,-12.18,1364.92万,225.42,28.5,0,-,4.69,7272.12,5509.48,4.2551,3.0705,2.18%,39.47,,
301053,0.11,-15.32,-,7.17,8.91,-,1.05亿,-9.62,3.87,916.30万,-13.69,19.62,0,-,-22.97,8175.25,2326.49,2.1544,3.5046,1.56%,25.35,,
301055,0.05,-37.5,-,4.45,-5.51,-,1.91亿,-8.38,12.4,847.44万,-31.97,1730.85,0,-,2.01,15600,5845,2.0178,1.2376,1.22%,14.9,,
301056,0.04,31.67,-,2.84,-0.09,-,1.29亿,25.48,-43.24,1053.17万,22.38,-12.95,0,-,-1.01,26678.67,6669.67,0.5941,1.0138,1.39%,10.18,,
301057,0.09,-18.18,-,5.71,1.78,-,1.58亿,39.72,-19.96,945.08万,-23.82,28.39,0,-,24.28,11811.84,4432,2.1822,2.3425,1.50%,17.38,,
301058,0.07,16.67,-,3.71,5.52,-,4.27亿,10.68,-60.49,3373.22万,18.1,-53.69,0,-,1.11,51227.42,20341.36,1.8313,0.7938,1.78%,12.08,,
301059,0.06,-50,-,2.38,-47.36,-,8243.00万,35,-3.43,1474.15万,4.4,-29.46,0,-,-13.87,23115.4,6563.64,0.7556,0.5405,2.68%,11.91,,
301060,0.05,-87.91,-,5.2,19.66,-,4.13亿,-50.15,-62.16,2141.31万,-87.92,64.67,0,-,-26.48,40051.7,17896.44,1.3831,2.6058,1.03%,14.13,,
301061,0.6,-31.82,-,21.64,-32.44,-,4.28亿,-7.43,21.04,7659.46万,8.69,-0.81,0,-,-21.95,12800,3200,13.0458,7.2384,2.77%,43.95,,
301062,0.02,-78.13,-,2.77,5.47,-,2.23亿,-17.74,-20.34,701.41万,-77.92,-69.39,0,-,-17.5,40039.18,23931.77,0.2252,1.3698,0.63%,10.41,,
301063,0.15,50,-,12.18,8.85,-,3.04亿,16.19,-19.35,1285.88万,50.9,-45.08,0,-,-38.51,10436.07,4101.3,6.2224,4.4642,1.25%,24.06,,
301065,0.18,-18.18,-,17.82,2.57,-,1.70亿,-14.56,5.51,1239.45万,-21.87,60.41,0,-,5.4,10602,4562.54,10.8606,5.4563,0.98%,23.43,,
301066,0.05,150,166.67,3.39,-30.74,-,1.35亿,-9.47,-2.44,867.50万,206.16,152.14,0,-,32.63,18835.22,7204.86,1.0819,1.2301,1.36%,13.66,,
301067,0.01,-95.17,-,15.74,1.81,-,1.22亿,-7.61,-21.42,52.47万,-95.17,-91.86,0,-,-9.85,9723.6,4520.12,11.263,2.9787,0.06%,23.46,,
301068,0.05,-28.57,-,9.41,5.95,-,1.86亿,24.62,-17.02,441.03万,-22.55,-77.36,0,-,-5.79,8400,3964.61,4.5945,3.5396,0.56%,27.79,,
301069,0.12,-26.39,-,3.49,9,-,2.48亿,-3.82,-0.73,5067.22万,-26.39,10.9,0,-,-9.69,42064,14044,0.9579,1.2527,3.46%,20.04,,
301070,-0.08,-,-,12.04,-0.57,-,3875.28万,39.01,-19.01,-495.07万,-,-,0,-,-0.16,6455.52,3504.59,6.4168,4.1035,-0.64%,39.09,,
301071,0.51,-69.35,-,36.77,109.62,-,1.64亿,-14.22,-29.14,7460.98万,-26.22,-32.37,0,-,-8.41,26027.23,13131.58,28.9059,6.3942,1.40%,33.08,,
301072,0.07,-18.32,-,7.7,3.81,-,1.63亿,1.59,-13.13,725.27万,-19.43,-64.02,0,-,-0.21,10505.48,3335.48,4.1452,2.3126,0.90%,26.72,,
301073,0.03,-40,-,7.54,23.9,-,9572.01万,55.63,1.37,408.98万,4.21,6.98,0,-,-6.92,19445.1,8516.12,4.9052,1.3967,0.42%,23.74,,
301075,-0.03,-,-,9.46,-4.78,-,7808.52万,7.13,-20.78,-241.72万,-,-,0,-,-8.98,8000,2742.37,6.3688,1.8101,-0.32%,28.91,,
301076,0.2,-37.5,-,7.79,-40.37,-,1.13亿,13.6,-6.84,2632.49万,1.89,-25,0,-,-7.98,13452.4,6932.8,4.1319,2.1834,2.51%,21.75,,
301077,0.34,-8.11,130.43,9.81,1.02,-,3.44亿,-6.29,6.77,4125.06万,-7.96,62.34,0,-,12.43,12000,4287,6.3548,2.0905,3.51%,21.25,,
301078,0.01,123.49,-,2.69,4.1,-,20.96亿,-0.62,-1.85,759.26万,123.41,125.56,0,-,-7.75,111204.45,62255.13,1.0239,0.7635,0.25%,8.57,,
301079,0.1,11.11,-,5.83,9.51,-,7234.13万,-4.54,3.7,856.29万,11.85,-52.57,0,-,-2.71,11036.46,5836.75,2.5932,1.8008,1.75%,17.62,,
301080,0.38,-43.87,-,32.66,3.65,-,1.37亿,19.79,12.32,4504.95万,-15.8,18.61,0,-,-1.28,12000,6284.51,26.7824,4.3697,1.72%,64.11,,
301081,0.06,-53.85,-,5.69,-2.99,-,1.72亿,-3.34,-10.68,983.24万,-56.08,-33.36,0,-,7.89,20480.4,8438.4,3.4203,1.029,1.01%,10.7,,
301082,0.03,-82.35,-,6.66,-0.49,-,3.67亿,-31.51,-18.13,560.20万,-79.28,-65.58,0,-,-3.72,16164.94,6616.82,3.0608,2.2545,0.52%,16.88,,
301083,0.04,-33.77,-,4.44,7.06,-,7669.27万,-6.66,-27.63,631.62万,-33.74,-58.78,0,-,-7.77,17786.67,5263.43,2.1012,1.1261,0.80%,15.81,,
301085,0.26,23.81,-,10.21,1.21,-,4.27亿,45.69,8.33,2096.09万,22.23,291.16,0,-,8.15,8000,3182.12,5.877,2.8547,2.57%,59.35,,
301086,0.59,11.32,-,32.01,6.05,-,1.34亿,-3.59,-31.68,3569.98万,12.98,-14.92,0,-,1.14,9000,3249.68,23.3726,7.1598,1.86%,46.4,,
301087,0.65,107.67,-,24.09,-22.8,-,8.55亿,42.38,-22.18,1.35亿,167.93,0.23,0,-,23.33,20848.75,8835.64,18.7674,4.6622,2.68%,37.99,,
301088,0.16,-24.1,-,11.42,4.62,-,2.07亿,1.57,-38.15,3634.38万,-24.02,-34.4,0,-,1.79,22800,5594.06,7.8167,2.3671,1.40%,16.27,,
301089,2.42,952.17,-89.29,13.43,50.36,-,5.51亿,325.33,52.3,3.04亿,970.02,71.88,0,-,8.38,12600,7708.11,4.7413,7.2212,17.98%,50.98,,
301090,0.11,-20.71,-,4.8,9.06,-,44.35亿,26.48,2.68,1.64亿,-19.65,21.21,0,-,4.78,148635.89,22190.5,2.2713,1.3996,2.32%,11.13,,
301091,-0.14,-,-,9.85,-17.77,-,2.34亿,19.44,-48.45,-2825.31万,-,-,0,-,-69.39,31200,14626.38,6.5789,2.0186,-1.38%,23.16,,
301092,0.15,0,-,13.02,10.94,-,1.18亿,-8.71,-9.47,2064.29万,4.36,-18.98,0,-,-0.15,13369.35,4285.59,8.1586,3.4101,1.19%,27.61,,
301093,0.25,6.49,-,18.06,-0.65,-,1.56亿,19.42,-11.62,3325.29万,6.7,94.5,0,-,-1.79,13578.67,9643.88,13.6426,3.0085,1.36%,35.22,,
301095,0.02,125,-,15.97,575.47,-,2188.16万,59.41,-87.79,403.20万,132.03,-95.44,0,-,26.7,20000,9108.91,13.8726,0.9963,0.13%,89.73,,
301096,0.32,77.78,-,23.42,8.33,-,1.61亿,67.97,-13.79,3506.86万,79.56,-28.35,0,-,7.03,10816.67,6856.67,19.1984,2.8247,1.38%,68.81,,
301097,0.23,15,-,21.18,6.45,-,8859.30万,8.87,-26.47,1382.19万,53.12,932.53,0,-,12.66,5894.74,1834.73,13.3812,6.3017,1.11%,50.41,,
301098,0.21,5,-,10.66,6.12,-,1.62亿,9.15,-59.54,2187.15万,1.35,9.18,0,-,0.3,15840,10797.36,4.5939,4.613,1.94%,11.5,,
301099,0.13,-68.29,-,12.37,13.11,-,4.48亿,-2.59,-22.23,1066.73万,-67.29,-69.47,0,-,-6.92,8000,2891,6.5283,4.524,1.08%,50.17,,
301100,0.2,-13.04,130,10.69,3.46,-,3.51亿,-12.96,-1.43,4028.36万,-11.24,38.73,0,-,1.53,20000,5000,7.1862,1.9355,1.88%,19.3,,
301101,0.4,2.26,118.16,7.49,-27.38,-,3.66亿,27.78,13.23,8012.13万,53.38,28.59,0,-,2.45,20151.21,7146.81,4.8119,1.5343,5.31%,35.89,,
301102,0.31,-21.06,-,14.86,5.13,-,1.51亿,-9.94,-4.65,6298.15万,5.25,2.31,0,-,-7.25,29000,7113.65,9.3204,4.1648,2.12%,19.09,,
301103,0.36,25.51,161.43,14.12,-23.39,-,3.07亿,26.91,66.95,5682.63万,117.82,274.7,0,-,96.72,15802.65,8309.01,10.6378,2.1815,2.55%,33.23,,
301105,0.03,-,-,18.36,-,-,4464.22万,-38.58,142.4,133.82万,-92.92,125.66,0,-,-3.65,5000,1250,10.1499,6.6941,0.15%,36.71,,
301106,0.16,-50.13,-,15.11,1.46,-,1.17亿,-18.78,-25.8,1158.25万,-45.6,-42.68,0,-,23.64,7258.67,2084.67,9.6084,3.9446,1.06%,41.16,,
301107,0.22,-33.94,-,12.54,60.67,-,1.30亿,-23.71,0.08,1599.81万,-11.83,64.75,0,-,0.66,7340,2155.99,7.2314,3.796,1.74%,31.77,,
301108,0.46,-20.69,-,22.41,4.53,-,1.28亿,-29.24,-9.31,3727.07万,-21.45,209.73,0,-,53.92,8120.98,3532.3,12.5887,7.9981,2.05%,35.41,,
301109,0.27,-40.17,-,12.46,4.22,-,3.60亿,-0.33,-2.27,1.11亿,19.67,-19.32,0,-,2.34,41001,9865.08,6.2169,4.9588,2.18%,16.08,,
301110,0.15,-53.13,-,21.23,1.31,-,2.13亿,22.29,-21.87,976.66万,-39.07,-64.51,0,-,-20.09,6666.67,2331.16,14.6079,4.9806,0.69%,45.48,,
301111,0.09,12.5,-,4.83,1.25,-,7930.41万,31.78,2.48,1481.67万,13.13,542.85,0,-,2.63,16000,7013.85,2.5434,1.1174,1.92%,20.32,,
301112,0.16,-42.86,-,11.06,78.01,-,1.28亿,-27.15,-7.32,1769.37万,-22.41,5.38,0,-,-0.67,11026.66,3625.69,6.4864,3.6725,1.45%,28.4,,
301113,0.05,-82.14,-,10.13,-7.57,-,1765.02万,-72.96,-57.17,352.55万,-82.04,-28.4,0,-,-1.54,7000,1848.45,7.0278,1.6381,0.50%,32.78,,
301115,0.14,-56.25,-,14.29,-,-,2.01亿,-24.53,-23.59,2589.70万,-39.58,-18.09,0,-,3.68,18538.5,4309.75,10.4338,2.825,0.98%,18.33,,
301116,0.26,236.84,-30,4.62,12.45,-,51.62亿,42.76,-4.47,1.17亿,239.19,36.46,0,-,36.68,44897.96,11650.08,1.5816,1.9155,5.65%,13.16,,
301117,0.09,280,-,14.39,3.18,-,5068.88万,253.54,-53.03,836.94万,294.58,-66.59,0,-,-9.78,9226.33,5475.28,10.828,2.2419,0.63%,57.91,,
301118,0.14,-79.22,-,14,4.83,-,2.08亿,-21.6,-26.45,1458.56万,-79.21,-61.23,0,-,13.01,10667,5397.53,6.418,5.7398,0.98%,23.68,,
301119,0.25,25,-,11.12,12.13,-,8980.19万,0.91,-25.24,2015.24万,26.37,-19.22,0,-,1.46,10400,2730,6.8916,2.9118,2.27%,26.13,,
301120,0.08,0,-,6.38,52.93,-,9210.39万,2.71,-19.08,1959.29万,27.57,-15.88,0,-,-14.21,37144.11,14863.48,3.2792,1.8509,1.24%,11.36,,
301121,-0.02,-,-,22.96,90.07,-,1.61亿,1.95,-36.78,-133.28万,-,-,0,-,-50.4,7080.32,2956.18,17.9366,3.739,-0.08%,40.76,,
301122,0.17,-63.04,-,18.63,6.05,-,6683.93万,-52.79,-24.14,1587.84万,-59.62,-42.72,0,-,-10.44,12224.57,4424.57,12.8214,4.5396,0.91%,39.75,,
301123,0.09,-47.06,-,13.26,1.49,-,3.45亿,-15.37,-17.9,2091.88万,-47.96,-55.32,0,-,2.59,23360,7641.62,10.1033,1.9697,0.68%,22.2,,
301125,0.12,-46.22,-,8.8,46.47,-,1.01亿,0.36,3.34,895.60万,-27.92,-24.42,0,-,-4.46,10136,4222.75,6.1041,1.3559,1.41%,18.48,,
301126,0.07,-22.22,-,8.42,2.38,-,8.77亿,39.72,-16.7,1528.76万,-19.64,971.25,0,-,40.04,20650.57,10836.92,4.8161,2.5769,0.88%,13.62,,
301127,0.06,20,-,5.09,8.59,-,2.63亿,132.12,-42.34,2530.81万,32.22,-71.8,0,-,-6.49,42040.58,24720.23,2.6285,1.4373,1.19%,10.18,,
301128,0.01,129.75,-,11.13,0.68,-,8639.32万,39.41,4.1,88.17万,129.91,219.35,0,-,166.11,7388.66,2725.67,7.6223,2.3258,0.11%,55.65,,
301129,0.09,-40,-,22.3,9.49,-,3355.25万,6.91,-92.93,676.68万,-36.67,-95.92,0,-,-2.37,13390.2,3620.25,13.3682,7.5439,0.41%,26.61,,
301130,0.12,0.94,-,11.82,3.46,-,5544.01万,4.39,-22.19,957.53万,21.11,11.3,0,-,0.9,8080.39,6117.69,5.7098,4.3659,1.00%,31.07,,
301131,0.14,-49.29,-,16.42,0.7,-,2.90亿,-15.53,-22.48,662.78万,-49.28,-47.25,0,-,-22.29,4778,2307.42,10.3762,4.5523,0.85%,47.67,,
301132,0.16,-28.39,-,11.25,83.07,-,2.80亿,7.71,19.52,2429.28万,-6.36,20.18,0,-,10.6,14747,4300.55,6.8619,3.0396,1.46%,28.4,,
301133,0.17,13.33,-,7.94,3.78,-,1.97亿,24.4,-7.58,1758.19万,9.33,200.53,0,-,63.24,10609.66,3076.09,4.6074,2.1254,2.09%,27.79,,
301135,0.07,-41.67,-,12.54,72.88,-,2.26亿,-19.21,-20.43,718.83万,-23.83,-39.42,0,-,-3.98,10256.95,4662.5,8.715,2.6392,0.56%,24.12,,
301136,0.05,43.02,-,5.51,1.88,-,1.06亿,6.98,-67.92,1382.33万,55.93,-5.38,0,-,8.41,27520.48,10388.98,3.3912,0.9852,0.91%,13.24,,
301137,0.03,-37.2,-,7.16,2.32,-,3.32亿,-2.17,-24.67,570.91万,-33.13,-82.45,0,-,-13.88,18181.34,4545.34,4.6335,1.2118,0.44%,17.99,,
301138,0.16,41.18,-,9.47,2.1,-,1.06亿,4.22,-42.63,1863.10万,38.75,-31.46,0,-,26.22,12000,3000,6.1356,1.9266,1.64%,27.99,,
301139,0.18,-,-,15.37,-,-,4.39亿,8,-42.33,2141.69万,9.9,-59.78,0,-,-43.44,12158.08,6798.58,10.2278,3.7637,1.15%,32.03,,
301141,0.15,-,-,14.12,-,-100,1.14亿,-26.07,-47.25,1310.02万,-53.91,-67,0,-,-,8859.47,2027.15,9.9142,2.8984,1.05%,54.05,,
301148,0.16,-33.33,-,15.05,86.34,-,1.34亿,-20.59,-34.06,1917.48万,-7.98,-41.39,0,-,8.01,11649.71,3809.71,8.7542,4.8017,1.09%,23.06,,
301149,0.1,25,-,3.9,6.48,-,8.29亿,-6.94,8.58,4089.18万,18.33,60.47,0,-,16.49,43000,18516.14,1.3359,1.3125,2.44%,12.12,,
301150,0.44,-79.05,-,39.38,72.13,-,7.46亿,6.7,-6.12,4468.63万,-57.88,-58.3,0,-,-20.87,13132.7,6798.14,28.3001,9.493,1.12%,36.32,,
301151,0.03,-82.16,-,12.01,89.45,-,1.48亿,-11.78,-50.47,567.74万,-75.67,-74.75,0,-,2.04,16767.43,5456.74,8.2362,2.5083,0.28%,22.69,,
301152,0,-99.36,-,20.51,113.89,-,5.80亿,-14.63,-20.49,49.95万,-99.15,101.99,0,-,-83.64,12198.23,2789.77,16.0491,3.0574,0.02%,30.64,,
301153,0.11,1200,-,14.42,110.85,-,1.10亿,43.14,-69.43,1220.58万,1159.36,-90.78,0,-,4.93,19440,12733.2,7.803,5.1193,0.78%,58.88,,
301155,0.38,31.03,-,25.84,4.13,-,5.01亿,226.97,8.33,8209.87万,32.34,330.59,0,-,-3.71,21739.15,8880.92,14.4159,8.885,1.46%,66.26,,
301156,0.12,-52,-,9.89,75.1,-,9101.56万,-14.24,-45.41,953.90万,-35.38,-40.01,0,-,-7.15,11200,4703.41,5.3453,3.1151,1.21%,18.73,,
301157,0.07,-,-,17.31,-,-,4387.43万,33.86,-41.33,448.39万,1.59,-76.62,0,-,-,6000,1422.6,13.6722,2.3777,0.43%,45.69,,
301158,0.09,682.46,-,8.48,5.54,-,8893.91万,57.66,-57.95,1340.69万,684.36,-58.85,0,-,-6.7,15037.05,7767.69,5.7093,1.5808,1.05%,17.08,,
301159,-0.41,-,-33.33,10.49,-6.69,-,1860.23万,76.71,-89.89,-3146.21万,-,-,0,-,1.32,7735,3271.42,8.0845,1.1751,-3.88%,42.64,,
301160,0.53,-10.17,-,17.16,43.23,-,2.59亿,-12.79,-20.95,3990.59万,21.48,-5.42,0,-,-0.04,7466.67,4143.27,9.7958,5.6433,3.11%,40.13,,
301161,0.14,-,-,7.78,-,-,1.01亿,-16.13,38.82,1726.08万,-23.03,505.91,0,-,4.91,12000,2897.8,5.3296,1.328,1.85%,20.56,,
